columnName,columnValue,valueCount
Accounts,,1
Accounts_excluded,,1
Accounts_warnings,,1
Alt_MAX,,1
Alt_MIN,,1
Alt_TRGT,,1
CashEq_MAX,,1
CashEq_MIN,,1
CashEq_TRGT,,1
CCW,,1
Equity_MAX,,1
Equity_MIN,,1
Equity_TRGT,,1
Fixed_Inc_MAX,,1
Fixed_Inc_MIN,,1
Fixed_Inc_TRGT,,1
Foreign_MAX,,1
Foreign_MIN,,1
Foreign_TRGT,,1
Note,,1
PM_Code,,1
Portfolio,,1
Portfolio_Name,,1
PortfolioClass,,1
